EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,YearsAtCompany,YearsSinceLastPromotion,MonthlyIncome,WorkLifeBalance,JobSatisfaction,PerformanceRating,CommuteDistance,NumberOfCompaniesWorked,Attrition
14290,23,Male,Married,Marketing,Senior,56,7,56983,2,3,4,36,8,0
14291,39,Male,Single,Marketing,Mid-Level,65,1,141151,3,3,4,49,7,0
14292,30,Female,Single,Engineering,Manager,83,4,143103,1,3,4,5,8,0
14293,37,Female,Single,HR,Junior,5,0,103312,2,1,3,21,7,0
14294,36,Male,Divorced,HR,Junior,30,9,136317,3,2,3,45,7,0
14295,31,Female,Married,Sales,Junior,13,8,62272,2,4,3,33,8,0
14296,34,Male,Married,Engineering,Junior,73,1,88933,2,3,3,8,8,0
14297,26,Female,Single,Sales,Junior,2,5,145542,1,3,4,10,4,0
14298,38,Female,Married,Marketing,Junior,46,9,73917,3,2,4,6,8,0
14299,52,Female,Married,Sales,Junior,77,3,142022,1,4,3,19,6,0
14300,36,Female,Married,Marketing,Mid-Level,76,0,110373,2,4,1,29,6,0
14301,36,Female,Married,Sales,Senior,48,7,114883,4,3,3,42,3,0
14302,29,Male,Single,Engineering,Mid-Level,53,8,120649,3,3,3,36,4,0
14303,39,Male,Married,Engineering,Mid-Level,56,7,90083,1,1,2,14,8,1
14304,42,Female,Married,Engineering,Manager,49,0,114211,1,4,3,35,2,0
14305,38,Male,Single,Sales,Senior,21,8,74638,2,1,2,47,6,1
14306,25,Male,Married,Marketing,Mid-Level,13,0,147250,1,4,4,38,3,0
14307,31,Male,Single,Sales,Mid-Level,49,4,152673,2,4,4,23,2,0
14308,49,Female,Single,Engineering,Mid-Level,28,4,148652,1,3,2,24,4,1
14309,24,Male,Single,Marketing,Mid-Level,32,3,91812,1,4,2,15,9,0
14310,39,Female,Divorced,Marketing,Junior,26,6,77676,3,4,4,10,1,0
14311,38,Male,Single,Marketing,Junior,6,9,86775,1,2,3,10,8,1
14312,27,Female,Married,Engineering,Junior,72,6,117214,4,4,2,15,2,0
14313,29,Female,Divorced,Marketing,Junior,25,1,132614,3,1,1,11,2,0
14314,35,Female,Single,Marketing,Manager,43,4,41183,2,2,4,8,2,0
14315,32,Male,Single,Engineering,Senior,53,0,152776,3,3,2,32,7,0
14316,36,Male,Single,Engineering,Senior,35,1,61450,1,3,2,26,5,0
14317,32,Female,Single,Engineering,Junior,67,0,122810,3,3,2,12,5,0
14318,28,Female,Married,Engineering,Junior,14,5,119908,3,3,3,5,2,0
14319,26,Female,Married,Engineering,Junior,2,2,41452,4,3,4,5,1,0
14320,37,Female,Single,Marketing,Mid-Level,77,4,72004,2,3,2,3,7,0
14321,35,Male,Single,Engineering,Junior,61,5,142330,2,2,4,12,8,0
14322,31,Male,Married,Engineering,Junior,61,8,86183,1,1,4,14,2,0
14323,35,Female,Single,Engineering,Mid-Level,14,1,117829,2,3,2,7,4,0
14324,27,Male,Single,Engineering,Junior,16,1,141505,1,1,3,9,6,0
14325,37,Female,Single,Sales,Manager,11,6,94605,2,1,3,29,4,0
14326,26,Female,Married,Engineering,Mid-Level,74,6,63097,4,2,3,36,4,0
14327,36,Male,Single,Marketing,Senior,13,1,51435,3,2,2,10,6,0
14328,30,Male,Married,Marketing,Senior,44,1,118801,3,3,3,6,1,0
14329,31,Female,Married,Sales,Junior,17,4,118190,4,1,3,16,9,0
14330,46,Male,Single,Sales,Junior,33,9,108458,4,3,2,29,1,0
14331,37,Female,Single,Sales,Junior,7,4,99278,3,2,4,46,9,0
14332,22,Female,Divorced,Engineering,Mid-Level,53,4,74344,2,1,1,30,7,1
14333,36,Male,Single,Engineering,Manager,11,3,51872,1,2,2,19,9,0
14334,49,Male,Single,HR,Mid-Level,6,6,107044,3,1,3,43,8,1
14335,32,Male,Single,Engineering,Mid-Level,77,3,89569,2,1,3,28,8,0
14336,41,Male,Single,Engineering,Junior,59,8,103758,1,3,4,42,9,0
14337,41,Male,Divorced,HR,Senior,10,1,150382,4,2,3,27,4,0
14338,32,Female,Married,Sales,Mid-Level,39,6,51709,2,2,1,44,9,1
14339,34,Male,Married,Sales,Senior,66,4,65845,2,1,1,39,2,1
14340,35,Male,Married,Sales,Junior,36,8,77828,1,1,4,4,5,0
14341,37,Female,Single,Sales,Mid-Level,28,8,122385,2,2,2,26,1,1
14342,25,Male,Married,Marketing,Mid-Level,41,8,114742,1,3,2,39,1,1
14343,41,Male,Married,Sales,Mid-Level,13,3,40678,3,4,3,43,9,0
14344,47,Female,Single,Marketing,Senior,24,9,123098,4,1,3,22,8,1
14345,35,Female,Single,Engineering,Manager,13,8,63283,4,4,3,27,8,0
14346,36,Male,Single,Sales,Mid-Level,31,4,75864,4,1,3,32,1,0
14347,44,Female,Married,Engineering,Mid-Level,24,6,107299,2,1,3,23,7,0
14348,23,Female,Single,Engineering,Senior,35,8,45490,3,2,1,9,6,1
14349,44,Female,Divorced,Sales,Mid-Level,37,8,130532,2,3,1,31,3,0
14350,49,Male,Single,Sales,Mid-Level,40,9,141763,2,2,1,25,9,1
14351,27,Female,Single,Engineering,Mid-Level,51,6,58766,3,4,3,5,8,0
14352,38,Male,Single,Sales,Senior,39,4,77883,3,3,3,1,9,0
14353,38,Male,Divorced,Engineering,Junior,76,3,150570,1,1,1,41,9,1
14354,35,Male,Married,Engineering,Mid-Level,3,0,53977,4,2,2,29,2,0
14355,29,Male,Single,Engineering,Junior,43,5,92712,3,4,4,18,1,0
14356,29,Female,Single,Sales,Junior,39,2,106141,2,4,4,35,3,0
14357,27,Male,Single,HR,Mid-Level,34,5,152894,1,4,4,1,2,0
14358,55,Male,Married,Sales,Mid-Level,50,3,50074,3,4,3,34,8,0
14359,27,Female,Married,Sales,Manager,82,8,124502,4,4,3,29,5,0
14360,46,Male,Married,Marketing,Junior,67,9,76704,3,3,1,36,3,1
14361,42,Female,Married,Sales,Manager,2,9,70788,3,1,2,5,3,1
14362,32,Male,Single,HR,Senior,13,3,150091,3,3,3,3,7,0
14363,35,Female,Single,HR,Junior,8,5,133659,2,4,3,14,8,0
14364,29,Male,Married,Sales,Mid-Level,52,4,62674,2,3,4,4,9,0
14365,38,Male,Single,Engineering,Mid-Level,54,7,93184,2,3,2,16,9,0
14366,22,Female,Single,Sales,Mid-Level,22,9,78112,1,3,2,29,7,1
14367,43,Female,Single,Engineering,Junior,49,9,153940,4,4,2,5,9,0
14368,38,Male,Married,Sales,Senior,75,2,43029,1,3,3,7,7,0
14369,28,Male,Married,Engineering,Junior,1,3,114573,2,2,4,11,4,0
14370,35,Male,Single,Engineering,Junior,25,5,149547,2,3,1,46,8,0
14371,22,Male,Married,Sales,Junior,24,1,112228,2,3,1,37,1,0
14372,28,Male,Married,HR,Mid-Level,21,7,78992,4,1,2,16,3,0
14373,30,Female,Single,HR,Junior,83,5,154187,3,1,4,18,4,0
14374,45,Female,Single,Engineering,Junior,58,5,83349,4,4,3,34,7,0
14375,25,Female,Divorced,Marketing,Senior,22,1,68077,4,4,2,28,8,0
14376,41,Male,Single,Sales,Manager,37,6,146180,3,1,4,10,3,0
14377,22,Female,Married,Engineering,Junior,36,9,48322,3,2,3,29,6,1
14378,33,Female,Single,Engineering,Senior,10,3,159847,2,3,4,46,9,0
14379,42,Female,Divorced,Engineering,Senior,17,3,75850,3,3,4,22,1,0
14380,29,Female,Single,Engineering,Junior,50,4,129059,3,1,3,15,9,0
14381,22,Male,Single,Marketing,Manager,47,6,59155,2,3,4,19,8,0
14382,43,Male,Married,Engineering,Mid-Level,72,7,145816,2,3,2,6,4,0
14383,49,Male,Divorced,Engineering,Manager,19,9,147562,1,1,3,49,3,1
14384,22,Female,Married,Engineering,Junior,36,5,130782,1,4,2,26,1,0
14385,37,Female,Divorced,Engineering,Senior,16,1,122814,2,2,4,25,8,0
14386,36,Male,Married,Engineering,Junior,35,0,84454,2,4,3,5,7,0
14387,52,Female,Single,Engineering,Senior,52,5,120519,3,4,4,8,6,0
14388,35,Male,Divorced,Engineering,Mid-Level,48,1,143619,1,4,4,29,6,0
14389,23,Male,Married,Marketing,Mid-Level,19,0,53505,1,1,3,26,8,0
14390,46,Female,Single,Engineering,Manager,16,5,107543,2,2,1,3,9,1
14391,45,Female,Single,Engineering,Mid-Level,30,8,74790,2,4,4,15,9,0
14392,46,Male,Single,Sales,Senior,38,8,68466,4,1,4,40,3,0
14393,42,Male,Single,Engineering,Senior,32,7,150956,4,1,3,11,6,0
14394,37,Male,Single,Engineering,Junior,4,8,127952,4,2,3,18,8,0
14395,45,Male,Married,Engineering,Senior,58,6,81759,4,2,2,40,1,1
14396,30,Female,Single,Sales,Junior,57,6,123374,2,2,3,21,3,1
14397,22,Male,Married,HR,Manager,36,3,47505,2,3,4,2,2,0
14398,27,Female,Single,Marketing,Mid-Level,71,0,95323,3,3,4,23,8,0
14399,40,Male,Single,Engineering,Junior,74,8,131931,4,3,4,15,3,0
14400,30,Female,Married,Marketing,Senior,31,9,62691,2,1,4,48,2,1
14401,22,Male,Single,Engineering,Senior,3,5,158765,1,3,3,44,5,0
14402,34,Male,Married,Sales,Mid-Level,35,7,75781,4,2,3,24,8,0
14403,29,Male,Divorced,Sales,Junior,8,5,136500,4,3,3,34,3,0
14404,34,Male,Married,Sales,Mid-Level,8,3,132260,3,1,3,19,5,0
14405,32,Female,Single,Sales,Mid-Level,71,3,56734,3,1,3,17,2,0
14406,37,Male,Married,HR,Junior,67,9,54824,3,3,4,41,5,0
14407,28,Female,Divorced,Marketing,Junior,69,5,79869,2,1,3,3,9,0
14408,38,Male,Single,HR,Mid-Level,42,7,125003,2,1,3,41,6,1
14409,34,Male,Married,Sales,Senior,6,8,84517,2,2,2,23,5,1
14410,25,Male,Divorced,Engineering,Senior,5,9,55008,2,4,4,14,9,0
14411,37,Female,Married,Marketing,Junior,32,8,77711,1,1,4,20,9,1
14412,26,Male,Married,Engineering,Mid-Level,43,6,101530,1,3,4,10,8,0
14413,40,Female,Single,Sales,Junior,46,6,117841,2,4,4,48,8,0
14414,40,Female,Married,Marketing,Junior,61,5,108248,1,3,3,24,5,0
14415,27,Male,Married,Sales,Mid-Level,40,5,125572,1,3,1,41,9,1
14416,29,Female,Married,Engineering,Manager,21,0,76764,4,4,4,27,3,0
14417,36,Female,Married,Engineering,Manager,74,6,134863,2,3,4,39,3,0
14418,31,Female,Married,Sales,Senior,49,3,54941,2,2,3,49,2,0
14419,37,Female,Married,Engineering,Mid-Level,48,1,52671,2,3,2,26,6,0
14420,42,Male,Married,Marketing,Mid-Level,24,8,120920,2,2,4,2,6,0
14421,42,Male,Married,Engineering,Mid-Level,37,7,122370,3,4,3,17,3,0
14422,39,Male,Single,HR,Mid-Level,69,0,72410,2,3,4,3,3,0
14423,43,Male,Single,Engineering,Junior,8,0,100432,3,1,3,23,7,0
14424,43,Female,Single,Engineering,Junior,44,1,148535,4,3,3,31,5,0
14425,37,Female,Married,Sales,Manager,33,5,154623,1,1,2,26,8,1
14426,27,Female,Married,Sales,Junior,43,2,40401,1,4,3,47,2,0
14427,36,Female,Married,Marketing,Junior,51,4,115245,3,2,3,42,4,0
14428,22,Male,Married,Engineering,Junior,68,7,150400,4,3,3,12,9,0
14429,32,Female,Single,Engineering,Junior,28,9,144660,3,4,3,10,1,0
14430,32,Male,Divorced,Marketing,Mid-Level,35,2,75329,4,2,3,38,7,0
14431,37,Female,Married,Marketing,Senior,53,4,110026,1,2,4,2,8,0
14432,28,Female,Single,Engineering,Junior,61,4,137413,1,3,1,35,2,1
14433,26,Female,Single,Sales,Senior,47,4,153417,3,3,4,1,5,0
14434,29,Female,Single,Sales,Mid-Level,69,9,96826,2,3,4,4,8,0
14435,30,Male,Married,Marketing,Junior,30,8,90098,1,3,3,48,8,1
14436,30,Female,Single,Engineering,Senior,80,2,140843,4,2,2,28,7,0
14437,30,Female,Married,Marketing,Mid-Level,25,2,109442,3,2,4,46,4,0
14438,26,Male,Married,Sales,Senior,55,8,92563,1,1,2,9,8,1
14439,23,Female,Single,HR,Manager,38,6,92419,2,3,2,35,3,0
14440,30,Male,Married,Engineering,Junior,35,1,82580,2,4,3,40,1,0
14441,37,Male,Married,Engineering,Junior,78,4,87108,1,4,1,18,1,0
14442,44,Female,Single,Marketing,Mid-Level,76,7,82520,3,1,2,37,2,1
14443,39,Female,Married,Sales,Senior,69,3,70593,2,1,3,5,4,0
14444,27,Male,Single,HR,Junior,9,3,115776,1,2,4,45,6,1
14445,22,Male,Married,Engineering,Junior,39,9,45398,4,4,2,8,3,0
14446,28,Male,Single,Engineering,Mid-Level,57,3,41467,1,2,4,18,9,0
14447,34,Female,Married,Engineering,Junior,73,2,66270,3,3,3,34,5,0
14448,33,Male,Married,Engineering,Manager,14,2,81587,3,1,4,23,2,0
14449,30,Male,Single,Engineering,Mid-Level,36,1,93538,4,4,4,45,7,0
14450,36,Male,Married,Engineering,Senior,25,8,145378,1,4,4,17,5,0
14451,38,Male,Married,Sales,Manager,46,2,106108,1,3,2,9,2,0
14452,44,Male,Married,Marketing,Senior,56,7,134915,3,4,3,14,9,0
14453,34,Female,Divorced,Sales,Senior,2,6,93582,4,2,4,6,7,0
14454,31,Male,Divorced,Engineering,Junior,2,2,123628,3,3,3,45,5,0
14455,37,Male,Married,Engineering,Senior,38,4,138428,4,2,3,48,7,0
14456,42,Male,Married,Marketing,Mid-Level,28,2,142116,3,3,4,38,3,0
14457,22,Female,Married,HR,Mid-Level,16,1,70690,3,4,3,10,6,0
14458,29,Male,Single,Sales,Mid-Level,44,6,70669,2,3,2,37,1,0
14459,31,Male,Single,Marketing,Senior,38,6,150904,3,3,4,7,6,0
14460,36,Female,Married,Engineering,Senior,79,5,143137,3,1,2,48,2,1
14461,27,Female,Married,Engineering,Mid-Level,25,3,110192,1,4,3,39,8,0
14462,45,Female,Single,Marketing,Manager,76,8,117819,2,2,4,1,3,0
14463,42,Male,Single,Marketing,Junior,58,9,93147,4,4,3,35,7,0
14464,28,Female,Married,Engineering,Mid-Level,59,4,41888,4,2,4,8,6,0
14465,44,Female,Divorced,Marketing,Senior,3,2,84669,3,1,3,20,4,0
14466,35,Female,Married,HR,Mid-Level,45,1,139031,2,3,4,35,9,0
14467,22,Male,Married,Marketing,Mid-Level,55,5,108718,4,4,3,12,9,0
14468,38,Male,Single,Marketing,Junior,1,5,157014,3,3,3,29,6,0
14469,31,Male,Single,Engineering,Junior,40,9,102550,4,1,4,7,9,0
14470,37,Male,Single,Sales,Manager,57,4,155249,2,2,1,34,3,0
14471,40,Male,Married,Marketing,Mid-Level,3,5,47058,1,3,3,9,8,0
14472,32,Female,Single,Sales,Mid-Level,24,6,45518,2,3,2,26,4,0
14473,30,Male,Single,Marketing,Mid-Level,57,1,40900,3,3,1,25,5,0
14474,31,Female,Single,Marketing,Junior,67,1,79755,3,3,3,44,3,0
14475,41,Female,Married,Engineering,Junior,59,4,64567,1,4,3,4,3,0
14476,47,Female,Single,Engineering,Manager,62,6,130037,1,2,2,48,8,1
14477,28,Male,Single,Sales,Senior,50,4,95733,3,4,2,1,8,0
14478,26,Female,Married,Engineering,Mid-Level,29,0,101570,3,2,1,47,5,0
14479,58,Female,Divorced,Marketing,Manager,24,9,81685,1,1,4,28,6,1
14480,22,Male,Single,Engineering,Mid-Level,20,4,152400,1,1,2,40,4,1
14481,28,Female,Single,HR,Mid-Level,11,8,150359,2,4,4,43,9,1
14482,23,Female,Single,Sales,Junior,12,2,117164,3,2,4,35,2,0
14483,42,Female,Married,Sales,Senior,35,5,95441,4,2,2,44,7,0
14484,34,Female,Married,Engineering,Mid-Level,67,7,51260,2,1,3,17,2,1
14485,48,Male,Single,Sales,Junior,30,1,81961,2,1,3,3,9,0
14486,22,Female,Single,Engineering,Senior,14,4,50693,3,3,4,16,9,0
14487,43,Female,Single,Engineering,Mid-Level,82,9,109379,1,4,2,15,6,1
14488,30,Female,Single,Sales,Manager,18,0,67226,3,4,3,30,6,0
14489,36,Female,Married,Sales,Senior,17,6,118355,2,1,3,2,4,1
14490,50,Male,Married,Sales,Manager,56,8,104289,1,2,4,22,2,1
14491,31,Male,Married,Sales,Junior,73,3,52636,3,1,3,16,5,0
14492,34,Female,Single,Marketing,Junior,33,1,98793,2,4,1,26,9,0
14493,55,Male,Divorced,Sales,Mid-Level,70,1,46699,2,4,1,27,5,0
14494,34,Male,Single,Sales,Junior,26,6,71351,3,2,3,44,3,0
14495,22,Female,Single,Marketing,Senior,18,3,74086,2,2,4,39,7,0
14496,39,Male,Single,Engineering,Mid-Level,39,6,142322,1,4,3,36,8,0
14497,30,Female,Married,Engineering,Junior,3,6,78243,2,3,4,46,7,0
14498,28,Male,Divorced,Engineering,Junior,22,0,110111,4,4,3,10,6,0
14499,37,Male,Single,Engineering,Mid-Level,52,2,129422,2,2,4,13,9,0
14500,41,Female,Single,HR,Junior,42,1,52921,3,3,2,28,8,0
14501,32,Male,Married,Sales,Junior,16,1,54112,2,4,4,1,9,0
14502,35,Female,Single,Sales,Junior,26,0,127787,3,2,2,27,9,0
14503,42,Male,Married,Marketing,Junior,47,5,113493,4,2,1,37,8,0
14504,40,Male,Single,Engineering,Junior,79,0,144322,2,4,2,25,7,0
14505,37,Male,Married,Engineering,Junior,58,6,124154,2,2,3,4,8,0
14506,24,Female,Married,Sales,Junior,67,3,110152,3,2,2,11,6,0
14507,39,Female,Single,HR,Junior,59,7,126490,3,3,3,37,4,0
14508,37,Male,Single,Sales,Manager,35,3,158847,2,3,4,34,5,0
14509,25,Male,Married,HR,Senior,59,1,148842,3,3,2,1,3,0
14510,39,Male,Married,Marketing,Junior,8,3,50513,2,3,4,14,9,0
14511,39,Female,Single,Engineering,Manager,43,0,76094,1,1,4,2,4,0
14512,39,Male,Married,HR,Junior,69,8,104154,1,4,2,4,2,0
14513,28,Male,Single,Marketing,Junior,6,2,144306,4,3,2,1,6,0
14514,22,Female,Divorced,Engineering,Mid-Level,69,6,110214,3,4,4,38,2,0
14515,22,Female,Married,Marketing,Junior,51,1,108290,4,1,2,8,1,0
14516,38,Female,Married,Sales,Junior,55,4,90481,4,3,2,29,2,0
14517,28,Female,Married,Engineering,Junior,41,7,142414,3,3,2,49,4,0
14518,28,Female,Single,Engineering,Junior,47,7,48349,3,2,3,35,3,0
14519,32,Male,Single,HR,Mid-Level,19,6,61629,2,1,4,39,6,0
14520,22,Male,Married,Engineering,Mid-Level,82,8,123642,4,2,3,33,1,0
14521,27,Male,Married,Sales,Senior,41,3,149193,3,2,4,26,3,0
14522,33,Female,Single,Marketing,Junior,59,2,90850,3,4,1,35,4,0
14523,43,Female,Single,Engineering,Junior,62,4,97225,2,4,3,48,4,0
14524,59,Male,Married,Sales,Senior,73,2,58759,2,3,2,30,5,0
14525,30,Female,Married,Sales,Mid-Level,47,9,149200,3,2,2,3,7,0
14526,34,Male,Married,Sales,Senior,70,8,65187,3,1,3,13,9,1
14527,30,Female,Married,Engineering,Junior,67,6,98845,1,3,4,37,3,0
14528,33,Male,Married,HR,Mid-Level,20,2,117096,2,4,2,17,7,0
14529,34,Female,Single,Sales,Junior,5,6,127473,3,2,4,17,2,0
14530,41,Female,Married,Engineering,Mid-Level,39,9,65104,3,3,2,41,2,0
14531,22,Male,Single,Engineering,Junior,8,2,62411,4,4,3,44,1,0
14532,45,Male,Single,HR,Mid-Level,13,8,43870,2,4,3,1,4,0
14533,36,Male,Divorced,Sales,Junior,53,2,140097,3,4,2,47,8,0
14534,32,Male,Single,HR,Manager,32,2,131555,3,4,2,22,8,0
14535,28,Male,Married,Engineering,Mid-Level,12,5,78888,2,3,3,1,2,0
14536,34,Male,Divorced,Sales,Junior,29,1,158146,4,2,3,36,6,0
14537,22,Female,Divorced,Sales,Mid-Level,47,9,144208,2,1,2,49,6,1
14538,39,Female,Single,Marketing,Manager,18,0,89600,1,2,3,7,7,0
14539,22,Male,Single,Engineering,Senior,18,5,64535,1,2,4,26,6,0
14540,33,Female,Married,Engineering,Junior,80,2,117570,3,2,3,6,4,0
14541,35,Female,Married,HR,Mid-Level,5,2,47130,2,1,3,36,8,0
14542,30,Female,Divorced,Engineering,Mid-Level,14,3,73503,3,1,2,18,8,0
14543,32,Male,Married,Sales,Senior,10,3,53765,2,3,2,36,2,0
14544,22,Male,Single,Marketing,Mid-Level,27,1,114328,3,3,1,37,5,0
14545,37,Female,Single,Marketing,Junior,39,2,157117,3,3,3,44,6,0
14546,25,Female,Married,Engineering,Mid-Level,56,8,54587,3,1,4,25,3,1
14547,38,Male,Single,Sales,Mid-Level,78,6,56271,2,2,2,41,2,1
14548,30,Male,Divorced,HR,Senior,55,2,110512,2,4,2,27,2,0
14549,37,Male,Married,Sales,Mid-Level,37,4,107982,4,3,3,33,5,0
14550,31,Male,Married,Engineering,Junior,62,3,139972,4,2,3,11,3,0
14551,42,Male,Married,Engineering,Senior,6,4,101771,1,2,4,13,1,0
14552,39,Male,Divorced,Sales,Mid-Level,5,3,41917,2,4,3,16,9,0
14553,35,Male,Married,Sales,Mid-Level,43,9,76238,4,4,2,26,1,0
14554,32,Female,Married,Marketing,Manager,3,4,132255,2,3,1,46,9,0
14555,29,Male,Married,Marketing,Senior,43,6,50616,3,3,2,26,7,0
14556,30,Female,Single,Engineering,Mid-Level,1,7,131267,4,3,2,10,2,0
14557,39,Female,Single,Engineering,Senior,75,3,61347,1,3,4,20,4,0
14558,22,Male,Divorced,Engineering,Manager,24,9,107068,1,1,3,18,8,1
14559,37,Male,Married,Marketing,Junior,61,9,98112,1,2,3,10,5,1
14560,31,Male,Single,HR,Manager,29,1,67712,3,4,2,38,7,0
14561,38,Female,Married,Sales,Mid-Level,60,4,80925,2,3,2,17,9,0
14562,37,Female,Single,HR,Mid-Level,27,4,44544,4,3,4,26,6,0
14563,35,Female,Married,Sales,Junior,16,1,127453,2,4,4,43,2,0
14564,28,Male,Single,Engineering,Mid-Level,13,6,41629,4,4,3,34,7,0
14565,44,Male,Single,Sales,Manager,11,9,111184,2,3,1,24,7,1
14566,35,Male,Married,Engineering,Manager,44,1,140560,2,4,3,27,8,0
14567,32,Female,Single,Engineering,Senior,81,0,108677,2,1,3,32,6,0
14568,30,Female,Single,Engineering,Senior,58,6,47675,3,2,2,47,9,1
14569,40,Female,Divorced,Sales,Mid-Level,13,9,110006,4,3,4,3,5,0
14570,47,Male,Married,Marketing,Mid-Level,76,7,118809,3,4,4,10,9,0
14571,45,Male,Single,Marketing,Junior,8,7,52790,2,3,3,22,6,0
14572,32,Male,Married,HR,Junior,14,3,134826,2,3,1,39,8,0
14573,38,Female,Married,Marketing,Senior,70,5,146481,2,2,3,49,7,0
14574,38,Female,Single,Engineering,Mid-Level,4,1,85244,3,3,2,11,5,0
14575,41,Male,Single,Sales,Junior,73,8,106372,3,2,2,36,4,0
14576,28,Male,Married,Sales,Mid-Level,11,2,152233,3,2,1,13,3,0
14577,24,Female,Married,Marketing,Manager,75,2,75626,4,2,3,20,2,0
14578,41,Female,Single,Sales,Mid-Level,78,7,147022,3,4,4,23,9,0
14579,22,Female,Married,Marketing,Junior,4,3,89988,4,1,4,32,1,0
14580,29,Male,Single,Engineering,Junior,80,2,90683,2,1,4,27,5,0
14581,25,Female,Married,Sales,Mid-Level,8,6,134730,3,2,2,27,7,1
14582,42,Female,Married,Engineering,Mid-Level,30,2,52299,2,2,1,1,4,0
14583,29,Female,Married,Engineering,Junior,34,2,94233,1,4,3,18,3,0
14584,32,Male,Married,Sales,Junior,68,5,135561,2,3,3,14,7,0
14585,28,Male,Single,Marketing,Junior,53,6,50118,3,3,3,21,7,0
14586,42,Female,Divorced,Engineering,Manager,46,6,122417,3,1,2,46,9,1
14587,38,Male,Single,Sales,Senior,18,8,81066,3,4,4,34,3,0
14588,28,Female,Married,Sales,Junior,1,9,87635,1,4,1,19,6,1
14589,31,Female,Married,Engineering,Manager,65,8,76336,1,2,2,49,1,1
14590,40,Male,Single,Engineering,Junior,44,7,84871,1,4,4,27,7,0
14591,31,Female,Married,HR,Manager,2,4,119547,4,2,4,25,5,0
14592,22,Female,Married,Engineering,Senior,70,4,70234,4,3,4,5,9,0
14593,40,Male,Married,Engineering,Junior,53,9,110878,4,3,3,23,8,0
14594,23,Male,Single,Sales,Senior,72,6,141700,4,1,3,8,9,0
14595,36,Male,Married,Sales,Mid-Level,54,6,72397,2,3,3,4,8,0
14596,40,Male,Single,Sales,Senior,62,8,90968,3,4,2,48,9,0
14597,39,Female,Married,Marketing,Senior,63,8,147401,3,4,2,22,9,0
14598,38,Male,Married,Sales,Senior,60,5,110946,2,1,4,18,9,0
14599,36,Male,Single,Engineering,Mid-Level,40,6,152592,4,2,4,25,6,0
14600,60,Male,Single,Engineering,Manager,46,0,157416,4,3,3,23,6,0
14601,32,Female,Married,Marketing,Manager,29,0,74018,3,2,4,20,3,0
14602,35,Female,Married,Engineering,Junior,70,1,121003,3,4,3,12,3,0
14603,42,Male,Single,Engineering,Senior,73,1,63991,1,1,3,26,2,0
14604,54,Female,Single,Engineering,Mid-Level,4,1,129217,3,4,4,5,6,0
14605,43,Female,Married,Marketing,Mid-Level,47,6,74222,2,2,3,49,4,0
14606,29,Male,Single,Engineering,Junior,37,4,117079,4,3,2,43,8,0
14607,48,Female,Divorced,HR,Junior,37,0,83203,2,1,3,36,7,0
14608,38,Male,Married,Sales,Mid-Level,40,8,123694,2,4,4,15,7,0
14609,29,Female,Single,Sales,Senior,34,0,96319,3,4,2,24,6,0
14610,37,Female,Single,Marketing,Mid-Level,59,9,134455,1,4,3,30,9,1
14611,41,Female,Single,Engineering,Senior,55,8,88756,2,1,3,19,5,1
14612,41,Female,Divorced,Engineering,Junior,80,8,45872,3,3,3,25,4,0
14613,39,Female,Divorced,Sales,Mid-Level,37,3,58933,3,2,4,39,7,0
14614,43,Female,Married,Marketing,Junior,20,3,106273,2,4,4,12,1,0
14615,27,Female,Married,Engineering,Junior,14,2,90847,3,2,2,2,4,0
14616,33,Female,Married,Marketing,Junior,62,1,111246,1,4,4,34,1,0
14617,39,Female,Married,Sales,Mid-Level,7,3,70692,3,4,2,46,9,0
14618,44,Female,Single,Sales,Manager,21,9,92020,4,4,4,26,7,0
14619,31,Female,Divorced,Marketing,Junior,37,4,132268,1,1,4,31,7,1
14620,30,Female,Single,Engineering,Junior,4,5,71114,4,4,3,27,8,0
14621,31,Male,Married,Engineering,Manager,58,2,125578,1,4,2,46,5,0
14622,32,Male,Married,Engineering,Mid-Level,2,2,127212,2,2,1,47,5,0
14623,33,Female,Divorced,Engineering,Mid-Level,47,0,76091,4,3,1,8,8,0
14624,39,Female,Single,Engineering,Mid-Level,9,8,138032,3,4,3,18,9,0
14625,29,Female,Married,Marketing,Junior,82,9,154838,2,2,3,33,2,1
14626,26,Female,Married,Engineering,Senior,12,9,102560,4,1,3,37,5,1
14627,44,Female,Divorced,Marketing,Mid-Level,50,5,144684,3,1,4,23,7,0
14628,22,Male,Married,Sales,Junior,30,3,100895,2,3,1,14,8,0
14629,27,Female,Single,Engineering,Mid-Level,43,2,59636,3,2,4,28,1,0
14630,22,Female,Single,Engineering,Mid-Level,81,5,72766,3,4,3,17,9,0
14631,33,Female,Divorced,Engineering,Junior,63,9,63581,3,1,2,47,8,1
14632,37,Female,Divorced,Engineering,Senior,17,1,60103,3,1,2,35,8,0
14633,43,Female,Single,Marketing,Mid-Level,65,4,58884,4,1,4,14,6,0
14634,36,Male,Married,Sales,Mid-Level,18,7,135475,2,4,4,38,1,0
14635,33,Female,Single,Marketing,Senior,55,8,158094,2,4,2,4,3,0
14636,34,Female,Married,Engineering,Manager,3,1,62919,1,4,4,36,5,0
14637,34,Female,Married,Engineering,Mid-Level,82,6,45224,3,4,2,15,4,0
14638,36,Male,Single,Engineering,Senior,6,5,53748,4,4,4,31,6,0
